codigo_ot,equipo,clavero,actuacion,fecha_creacion,descripcion_ot,descripcion_averia,descripcion_reparacion,comentarios
7385585,7066-UT_926,FRE09,T71,11/30/2020 9:34,ROSMIMAN UT 926 AL 3081 RELE 23K01 NO SE EXCITA,AL ESTAR DESFRENADO EL TREN EL COCHE R2 MANTIENE PRESION EN CILINDROS,SE CAMBIA EPAC,30-11-20###IBAI###EPAC R2 NO DESFRENA#HAY MOMENTOS EN LOS QUE LOS CILINDROS DE FRENO DE R2 HAY PRESION CUANDO TENIA QUE HABER 0 BARES###PENDIENTE CAMBIAR EPAC R-2 N/S 26. HAY INFORME DE LA AVERIA EN DOCUMENTOS###JOSERRA###SE INTERCAMBIAN EPAC UT 926/R2 CON EPAC UT 920/R1###AHORA QUEDAN###UT 920/R1---26#UT 926/R2---64
9407966,7066-UT_910,FRE0101,T71,4/8/2024 7:37,ROSMIMAN UT910 NO TRACCIONA LA UNIDAD RELE 30K01. PEND. MONTAR TREN,SEÑAL DE EMERGENCIA NOK,SUSTITUCION,"<html>08 04 2024&nbsp, TITO&nbsp,<div><br></div><div>N/S RETIRADO&nbsp, &nbsp, 055&nbsp,</div><div>N/S COLOCADO&nbsp, 052</div></html>#					<html>07/06/2024&nbsp, &nbsp, &nbsp, &nbsp,IÑAKI G<div><br></div><div>SE CAMBIA HIBRIDO DE EMERGENCIA</div><div>NO HAY REPI</div></html>"
6761344,7066-CO_921-R2,FRE0708,T62,10/21/2019 15:09,UT 921 R2 BOG 6 SIRGA FRENO ESTACINAMIENTO ROTA,SIRGA ROTA,SUSTITUCION,""""""
7393432,7066-CO_921-R1,FRE0708,T62,12/4/2020 11:08,UT921 R1 BOG3 SIRGA DESBLOQUEO ROTA (CORTA),SIRGA ROTA,SUSTITUIR,""""""
9005197,7066-CO_911-R1,FRE0708,T62,8/24/2023 8:13,UT 911 R1 BOG 4 SIRGA FRE ESTACIONAMIENTO COLGANDO,SIRGA ROTA,SE SUSTITUYE,""""""
7395935,7066-CO_904-R2,FRE010107,T70,12/7/2020 13:22,UT 904 R2 DEPOSITO AUXILIAR FRENO FUGA EN LLAVE PURGA,SUCIEDAD,SE DESMONTA Y LIMPIA,""""""
9976307,7066-CO_920-R2,FRE0101,T70,2/1/2025 6:42,R2_EQ1-OT_US3225A_EQ1 | Retardo en la aplicación Freno Estacionamiento_EQ1,VALVULA ESTACIONAMIENTO SUCIA,SE DESMONTA Y LIMPIA,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=920&startDT=2025-01-30T19:29:00.000Z&endDT=2025-01-30T19:31:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
7732697,7066-CO_907-M2,FRE0707,T70,7/9/2021 12:04,UT907 M2 BOG7 TRINQUETE NO ENGANCHA,TRINQUETE NO ENGANCHA,CAMBIO TRINQUETE Y PRUEBAS,""""""
7302513,7066-CO_913-R2,FRE0707,T70,10/8/2020 11:45,UT913 R2 BOG6 FRENO ESTACIONAMIENTO NO ENGANCHA,TRINQUETE MAL,REPARAR TRINQUETE,""""""
4254541,7066-CO_928-M2,FRE010606,"""""",10/8/2015 7:55,ROSMIMAN UT 928 M2 MARCA FRENO APRETADO PERO NO ES REAL,MARCA FRENO APRETADO PERO NO ES REAL,SIN ANOMALIA,"13/10/2015 &nbsp, IÑAKI G.##SE DESCARGAN REGISTROS HMI Y APARENTEMENTE NO SE VE ANOMALIA"
5680321,7097-CO_973-M2,FRE0101,"""""",12/20/2017 8:44,ROSMIMAN UT 973 NO LIBERA EL INVERSOR DE M2,NO LIBERA INVERSOR,NO SE REPRODUCE AVERIA,""""""
8681161,7066-CO_920-R1,FRE0103,T70,2/15/2023 6:36,R1-Retardo en la aplicación Freno Estacionamiento_EQ1,SUCIEDAD,LIMPIEZA,Freno estacionamiento cuesta aplicar
9255271,7097-CO_975-M2,FRE0104,T70,1/12/2024 6:10,UT975 M2 OT_US3225A RETARDO O NO APLICACIÓN FRENO ESTACIONAMIENTO,CORREDERA EPAC M2 MAL,SE COLOCAN JUNTAS NUEVAS (CE12110100M05),"<html><body>LIMPIAR RELES 10K02 M1 Y M2<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ci0&ut=975&startDT=2024-01-11T15:40:00.000Z&endDT=2024-01-11T16:40:00.000Z&templateId=713"" target=""_blank"">Link E&D</a></body></html>#					<html>12/01/2024 IÑAKI M<div><br></div><div>SE DEMONTA, LIMPIA Y SE ENGRASA. SUSTITUCION DE TORICAS</div></html>"
8348639,7066-CO_926-R2,FRE010106,T70,7/21/2022 14:11,UT926 R2 EPAC PEQUEÑA FUGA DE AIRE EN EL FILTRO,PEQUEÑA FUGA,REPARAR,""""""
7774367,7097-CO_951-R1,FRE0704,T70,8/4/2021 19:51,UT 951 R EJE 8 IZQ. CILINDRO DE FRENO NO APLICA FRENO (NO CIERRA),NO CIERRA MAS Y NO LLEGA A EJERCER PRESION ENTRE ZAPATAS Y DISCO,"QUITAR ZAPATAS,ABRIR Y CERRAR MANUALMENTE Y OK",""""""
6862928,7066-CO_924-R1,FRE0101,T70,12/18/2019 13:22,UT 924 R1 FALLO TB´S NO MUEVE EN MODO SOCORRO,POSIBLE LECTURA TB´S EPAC MAL,ok,"27/04/2020 OMAR###CAMBIADO EPAC DE R1 POR UNO CON OVERHAUL. EN PRUEBAS POR FALLOS DE BUS ECHELON.###INSTALADO:24#DESINSTALADO:49#					08/05/2020 OMAR###SIN FALLOS BUS ECHELON. SE DEJA MONTADO EL EPAC CON OVERHAUL#					VA CON NCR 416165"
2412051,7066-CO_905-M2,FRE02,"""""",7/1/2012 12:08,UT 905 M2 FRENO ESTACIONAMIENTO NO FUNCIONA,VALVULA AVERIADA,CAMBIAR VALVULA,"27-6-12 OSCAR Y AITZ#FRENO ESTACIONAMIENTO NO FUNCIONA#VALVULA FRENO ESTACIONAMIENTO AVERIADA#CAMBIAR VALVULA, PROBAR Y QUEDA OK"
9354145,7097-CO_961-M1,FRE010406,T70,3/7/2024 6:48,UT961 M1-R1-M2 OT_US3225A NO APLICA FRENO ESTAC. REMOTO,COMENTARIOS,COMENTARIOS,"<html>08/03/2024<span style=""white-space:pre"">	</span>ANGEL<div><br></div><div>RELACIONADO CON OT9144130, DONDE YA SE LIMPIARON AMBOS 10K02. HISTORIAL:</div><div><br></div><div><span style=""white-space:pre"">	</span><i>13-11-23</i><div><i><span style=""white-space:pre"">	</span>SE HACE UNA LIMPIEZA DE RELES 10K02&nbsp,</i><i>DE M1 Y M2</i></div><div><i><span style=""white-space:pre"">	</span>LAS RESISTENCIAS EN LOS RELES DE M1 ES 0,1 MAYOR QUE EN M2</i></div><div><br></div></div><div><span style=""white-space: pre,"">REVISAR AMBOS RELES PARA INTENTAR VER CUAL ES EL MALO Y SINO CAMBIAR M1 POR UNO NUEVO. EL RETIRADO DEJAR EN CUARTENA Y VER EVOLUCIÓN.</span></div></html>#					<html>12/03/2024 EDER A<div>RETIRAR RELES 10K02 AMBAS CABINAS, MEDIR ANTES Y DESPUES DE LIMPIEZA EN MAQUINA, EL DE M2 RESISTENCIA EN CONTACTOS ES ALGO MAYOR.</div><div><br></div><div>SE SUSTITUYE 10K02 M2 POR UNO NUEVA, VER EVOLUCION</div></html>#					<html>18/03/2024&nbsp, &nbsp, &nbsp, &nbsp,IBAI<div><br></div><div>SE REVISAN REGISTROS Y NO SE OBSERVAN FALLOS</div></html>#					<html>08/04/2024<span style=""white-space: pre,"">	</span>ANGEL<div><br></div>TODO OK. COMPLETAR OT.</html>"
8514094,7066-CO_915-R2,FRE010104,T70,11/4/2022 6:38,R2-Retardo en desaplicación Freno Estacionamiento_EQ1,EXCESO DE GRASA EN VALVULA ESTACIONAMIENTO,SE DESMONTA Y LIMPIA,"Freno estacionamiento cuesta desaplicar#					<html>Subir limitadora</html>"
7278160,7066-UT_902,FRE09,T70,9/25/2020 9:33,CBM UT 902 FALLO VELOCIDAD 0 M1 SENSOR 2,"FALLOS, VERIFICAR",COMENTARIOS,"05/10/2020      IBAI7IGOR###VERIFICAR ESCOBILLAS PAT MOTORES TRACCION EJES 13-14-15-16#NO TIENEN ESCOBILLAS#VERIFICAR CAJAS CONEXION EN BOGIES 7-8#LIMPIAR BORNAS.EN BOGIE 8 SE CAMBIA BOLSA ANTIHUMEDAD#VERIFICAR PASTILLAS DE FRENO EN LOS MISMOS EJES.OK#					26-11-20###AITZ###EL BOGIE NO ES DELOS CAMBIADOS, ( ESTA CON RUEDAS GASTADAS)###					4/01/2021 JM, JON###SE BAJAN REGISTROS , HAY FALLOS DE SENSOR A2 M1, NO HAY MAS FALLOS DESDE EL15/12/2020#					5-1-21###ASIER MIKEL###SE SUELTAN CAJAS DE GRASA DE M2 EJES 14 Y 15 Y SE CAMBIAN PLATOS Y ESCOBILLAS POR ESTAR GASTADAS###EN M1 SENSOR 2 SE ENCUENTRA CABLE PELADO EN CAJA DE CONEXIONES ( SE REPARA Y VULCANIZA)#SE PRUEBA SENSOR Y ESTA OK. ES DE ENCODER DE MOTOR#AL PROBAR EL SENSOR SE OBSERVA QUE LA CAJA QUE LLEVA NO SE LA CORRECTA.( LA LOCALIZACION DEL SENSOR QUEDA UN POCO MAS ARRIBA DE LO NORMAL, QUE ESTA MAS EN HORIZONTAL)#DEBERIA LLEVAR UNA CAJA DE CODIGO (MC90301301) Y NO LA QUE LLEVA QUE ES LA (MC90301701)#					08/01/2021 XABI T, OSCAR T###SE EXTRAEN REG. Y DA FALLOS SENSOR VELOCIDAD FRENO EL 7/1/2021.###SE VERIFICA SENSOR Y NO DA FALLO.###SE CAMBIA CONJUNTO SENSOR VELOCIDAD Y SE COLOCA CAJA Y TAPA ANTIBLOQUEO CORRECTA ( POR TENER DEL LADO INCORRECTO) #					11-1-21###XABI T###DESCARGA Y ANALISIS #NO SE VEN FALLOS. OK#					18/01/2021 IBAI###NO HA HABIDO MAS FALLOS DESDE QUE SE CAMBIO EL SENSOR"
4503724,7066-CO_910-M1,FRE010605,"""""",2/5/2016 8:09,"ROSMIMAN UT 910 M1 AGUJA EN MANOMETRO DE FRENO, FIJADO EN 3KG",PASO DE AIRE CALIBRADO ATASCADO,SE DESATASCA Y OK,05 02 2016  MIKEL#ATASCADO  PASO CALIBRADO#SE LIMPIA Y OK
2382703,7066-CO_909-R1,FRE0113,"""""",6/5/2012 8:26,"UT 909 R1 FALLO EPAC, ELECTROVALVULA WSP",FALLO EPAC,CAMBIAR EPAC,"1-6-12 TITIO Y JUAN Mª#FALLO EPAC, ELECTROVALVULA WSP#FALLO INTERNO DEL EPAC#SE COMPRUEBAN LAS ESLECTROVALVULAS Y ESTAN BIEN#SE CAMBIA EPAC"
8975697,7066-CO_909-M1,FRE04,T79,8/3/2023 7:37,M1-OT_AL3037 TIMEOUT VÁLVULA WSP|TIMEOUT VALVULA WSP,COMENTARIOS,FALLO PUNTUAL,"<html><body>TIMEOUT VÍLVULA WSP|TIMEOUT VALVULA WSP<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=909&startDT=2023-08-02T08:52:09.000Z&endDT=2023-08-02T10:52:09.000Z&templateId=193"" target=""_blank"">Link E&D</a></body></html>#					<html>eje 3 m1 falla<br><div><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?ut=909&amp,startDT=2023-08-02T11:51:08&amp,endDT=2023-08-02T11:54:08&amp,templateId=20&amp,pc=ce1&amp,cc=ESK"" style=""box-sizing: border-box, color: rgb(39, 25, 104), text-decoration-line: none, font-family: Roboto, sans-serif, font-size: 16px,"">UT 909 - 2 ago. 2023 11:51:08</a></div><div>Revisar caja conexiones agua </div></html>#					<html>04.08.23<span style=""white-space:pre"">	</span>TITO<div>SE REVISA CAJA DE SENSOR Y ESTA SECA</div><div>HA FALLADO 8 Sg EL DIA 02.08.23</div></html>"
8276684,7066-CO_904-M2,FRE04,T70,6/3/2022 9:58,M2-Fuga antirretorno circuito freno TDP/TA_EQ1,FUGA ANTIRRETORNO DE FRENO,SE DESMONTA Y SE REVISA. OK,Revisar antiretorno freno tdp
9554134,7066-CO_919-M1,FRE04,T70,6/28/2024 8:49,M1 y R2-OT_US3203_EQ1 Fuga antirretorno circuito freno TDP/TA_EQ1,FALLOP ANTIRRETORNO,"DESMONTAR,LIMPIAR Y PROBAR.OK","<html><body>Revisar antiretorno freno tdp<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=919&startDT=2024-06-27T02:47:07.000Z&endDT=2024-06-27T04:47:07.000Z&templateId=176"" target=""_blank"">Link E&D</a></body></html>"
2083526,7066-CO_903-M1,FRE0113,"""""",11/21/2011 12:57,UT 903 M1 EPAC COHCE M AVERIADO,EPAC AVERIADO,CAMBIAR EPAC,18-11-11 AITZ E IBAI#EPAC AVERIADO#CABIAR EPAC:#EPAC AVERIADO - Nº SERIE 023 HW F#EPPA INSTALADO - Nº SERIE 022 HW D#PONER CINTA VULCANIZADA + AISLANTE A LOS CORRUGADOS#CAMIBAR VALVULA LPP CON JOSEAN
5974128,7066-CO_917-M2,FRE0703,T62,6/5/2018 12:58,UT 917 M2 EJE14 DISCO RAYADO POR ZAPATA FOGUEADA,REVISAR ESTADO ZAPATAS,SUSTITUIDAS,""""""
8473343,7066-CO_910-M2,FRE0101,T79,10/10/2022 16:40,ROSMIMAN UT 910 M2 ANULADO EPAC POR POSIBLE ROCE ZAPATA,COMENTARIOS,INEXISTENTE,"<html>10 10 2022&nbsp, SARDON<div><br></div><div>SE DESCARGAN REGISTROS.&nbsp, AISLAN FRENO SERVICIO SIN MOTIVO APARENTE</div><div>SE REVISAN IMAGENES EN BUSCA DE HUMO EN RETROVISORAS. NO SE VE NADA</div><div>SE COMPRUEBA BOGIE</div><div>SE CAMBIA BIELA ANTIBALANCEO BOG 8 IZQ.</div><div>SE COMPRUEBAN MEDIDAS Y SE CALA CORRECTAMENTE</div><div>MANOMETRO CABINA MARCA MAL PRESION DE FRENO. SE CAMBIA MANOMETRO EN OTRA OT</div><div>SE MUEVE UT PARA COMPROBAR POSIBLES ROCES DE LAS ZAPATAS. OK</div></html>"
9002533,7097-CO_958-M1,FRE0103,T70,8/22/2023 12:57,UT958 M1 FUGA EN FRENO DE ESTACIONAMIENTO,JUNTAS DE CORREDERA DETERIORADAS,SE CAMBIAN Y SE PRUEBA. OK,""""""
3765988,7066-UT_923,FRE02,"""""",1/26/2015 12:18,UT 923 M1 CAMBIAR PANEL DE FRENO POR MODIFICACION ESTACIONAMIENTO,POR MODIFICACION,POR MODIFICACION,"26 01 2015 TITO - LAURE#FALLA SEÑALIZACION DE FRENO ESTACIONAMIENTO ,#SE CABLEA BIEN EL CONECTOR  DEL PANEL#NS COLOCADO  J10  002#NS QUITADO     JN12  002"
7817379,7066-CO_903-M2,FRE0101,T70,9/2/2021 13:29,UT 903 CBM M2 FALLO ANTIRRETORNO FRENO,FALLA ANTIRRETORNO,SE REPARA,""""""
7216961,7066-CO_917-R2,FRE0104,T70,8/12/2020 19:03,UT 917 R2 ANTIRRETORNO SUSPENSION EN FUGA,ANTIRRETORNO MAL MONTADO,SE MONTA BIEN,""""""
6407050,7066-UT_911,FRE0103,T70,3/11/2019 14:12,UT 911 TARDAN EN CAMBIAR DE ESTADO LAS ELECTROVALVULAS DE ESTACIONAMIENTO,ELECTROVALVULAS SUCIAS,SE DESMONTAN Y LIMPIAN,""""""
7497645,7066-CO_910-M2,FRE09,T70,2/11/2021 16:49,CBM :UT910 M2  BAJADA DE TA EN SERVICIO-SUSTITUCION. DEJAR EPAC CON OH,CAIDA DE TA,SUSTITUCION,"12 02 2021 TITO ###SE SUSTITUYE EPAC M2 ###N/S RETIRADO        060#N/S COLOCADO      032###SE TRACCIONA , SE REALIZAN PRUEBAS Y OK #					16/02/2021 OMAR###EL Nº32 NO TIENE OVERHAUL.###PENDIENTE DE INTALAR CON OVERHAUL EN M2#					17/02/2021     IÑAKI G/JUANJO###SE COLOCA EPAC DE PF:7504055 Y DA FALLO EPAC#SE DEJA COLOCADO EL QUE TRAIA LA UNIDAD#					17/02/2021 IBAI/SAUL###SE COLOCA EPAC CON OVERHAUL Y SE SOLUCIONA . COLOCADO Nº:71. SOLUCIONADO#					OT VA CON NCR 461572 --> LLEGADO 17/03/2021"
7373949,7066-CO_907-M1,FRE09,T79,11/24/2020 12:20,CBM :UT907 M1  BAJADA DE TA EN SERVICIO,COMENTARIOS,"EN ESTUDIO, HASTA CAMBIO DE EPAC","27.11.20	ALAIN#FALLO DETECTADO EN REMOTO#EN TALLER SE AISLA EL COCHE M1 DEL RESTO DE LA UT. SE CONECTA MANOMETRO EN EPAC PARA VER PRESION EN DEP. AUX. FRENOS TA. NO SE VE BAJADA DE PRESION, ANTI RETORNOS OK#SE REALIZA ESTANQUEIDAD Y EN 10 min LA PERDIDA ES 0.002bar. OK#SE REALIZAN FRENADAS SIN HOLDING BRAKE PARA VER CONSUMOS DE TA. SON NORMALES#LOS CONSUMOS SON MAS SIGNIFICATIVOS CUANDO SE FRENA EN URGENCIA (MANIPULADOR, SETA O INVERSOR)#SE NORMALIZA UT. VER EVOLUCION#					EPAC SIN OVERHAULT, SE REVISARAÁ UNA VEZ SE SUSTITUYA EL EPAC POR OVERHAULT#					15.12.20	ISMA#OK REMOTO"
8800105,7066-CO_905-M1,FRE010104,T70,4/24/2023 10:40,UT 905 M1 FALLO ANTIRETORNO TA,SUCIEDAD,LIMPIEZA DE ELECTROVALVULAS,""""""
7290815,7066-CO_921-R2,FRE0101,T70,10/1/2020 9:09,UT 921 R2 EPAC MONTADO SIN OVERHAUL. PEND. MONTAR UNO CON OVERHAUL,EPAC SIN OVERHAUL,SUSTITUIR,"19/11/2020 IÑAKI G, JM###Nº/S IN: 035#    OUT: 030#					EPAC R N/S 30 --> 445656"
9492585,7066-UT_909,FRE0101,T70,5/27/2024 8:11,ROSMIMAN UT 909 EN DIFERENTES OCASIONES METE EMERGENCIA SIN SABER ORIGEN,FALLO EPAC M1,SE REPARA,"<html>27 05 2024&nbsp, &nbsp,ALAIN , SARDON&nbsp,<div><br></div><div>SE ENCUENTRA MUCHA SUCIEDAD EN EVF Y EVS ( SE LIMPIAN A FONDO )</div><div>SE LIMPIA Y ENGRASA BIEN LA VALVULA RELE Y SE MONTA&nbsp,</div><div><br></div><div>SE REALIZAN PRUEBAS EN UT Y OK&nbsp,</div></html>"
6727622,7097-CO_966-M2,FRE0103,T79,9/30/2019 8:27,ROSMIMAN UT966 M2 NO SE ACTIVA FRENO DE ESTACIONAMIENTO,DESCONOCIDO,SE PRUEBA VARIAS VECES Y FUNCIONA OK,""""""
9787362,7288-CO_942-R2,FRE10,T70,10/29/2024 7:16,UT942 R2 LLAVE AISLAMIENTO SUSPENSION BOG1 FUGA,JUNTA ROTA,CAMBIO JUNTA,null
8520197,7066-CO_927-R1,FRE12,T62,11/7/2022 14:08,UT 927 R1 BOG MANGUERA ALIMENTACION SUSPENSION CAJA-BOGIE FISURADA,MANGUERA FISURADA,SE CAMBIA,""""""
5558085,7066-CO_903-R1,FRE010102,"""""",10/6/2017 19:22,"UT 903 R1 BOGIE 1,LLAVE DE AISLAMIENTO NO MARCA EN COSMOS CUANDO SE ANULA",NO CIERRA CONTACTO EN LLAVE AISLAMIENTO,SE CAMBIA LLAVE,6_10_17 ENRIKE##SE CAMBIA LLAVE DE AISLAMIENTO##QUITADA:512##PUESTA:571
9078936,7097-CO_963-M1,FRE04,T79,10/3/2023 8:32,UT963 M1/M2-OT_US3203 Fuga antirretorno TDP/TA,COMENTARIOS,"COMENTARIOS, OK","<html>03/10/2023<span style=""white-space:pre"">	</span>ANGEL<div><br></div><div>ES LA ÚNICA UT QUE PITA CASI TODOS LOS DÍAS. YA SE REVISARON LAS ANTIRRETORNOS (OT8880767). SE DEJA EN SOLIC. PARA QUE NO ESTÉ GENERANDO MÁS OTs.&nbsp,</div><div><br></div><div>DE PROBAR, SE PODRÍA INTERCAMBIAR LAS ANTIRRETORNOS DE AMBOS COCHES M CON LOS DE OTRO TREN PARA DESCARTAR VALVULERÍA.</div></html>#					<html>11/10/2023 ASIER<div>SE INTERCAMBIAN VALVULAS DE ANTIRETORNO FRENO DE M1 Y M2 DE LA 963 Y 957</div></html>#					<html>16/10/2023<span style=""white-space:pre"">	</span>ANGEL<div><br></div><div>DE MOMENTO TODO BIEN. VER EVOLUCIÓN HASTA 23/10.</div></html>#					<html>18/10/2023 XABI, IMANOL O<div>TRAS INTERCAMBIAR ANTIRETORNOS CON UT 957 EL 11/10/23 SE COMPRUEBA POR LEADMID NO SE REPRODUCEN CAIDAS EN TDP Y NO SE REPITEN FALLOS ANTIRETORNO</div></html>"
7939851,7066-CO_901-M2,FRE010403,T71,11/18/2021 7:52,UT 901 M2 FALLOS ANTIRRETORNO SUSPENSION,PIERDE PRESION,SUSTITUCION,""""""
8855709,7097-CO_959-R1,FRE0103,T70,5/26/2023 9:22,UT959 R 20-40s RETARDO EN APLICACIÓN FRENO ESTACIONAMIENTO CBM,JUNTAS EN VALVULA CORREDERA MAL,CAMBIAR JUNTAS,""""""
8344319,7066-CO_901-M1,FRE07,T79,7/18/2022 18:54,ROSMIMAN UT 901 M1 OLOR FUERTE EN ZAPATAS SEGUNDO BOGIE,COMENTARIOS,INEXISTENTE,"18 07 2022  TITO###SE COMPRUEBA TIMONERIA, ZAPATAS, MANGUERAS, EPAC###NO SE REPRODUCE ANOMALIA"
9952197,7066-CO_918-R1,FRE0708,T16,1/22/2025 9:02,UT 918 R1 BOG 4 NO DESFRENA ESTACIONAMIENTO CON SIRGA,PENDIENTE TENSAR SIRGA,SE REGULAN SIRGAS,null
8685799,7066-CO_907-M2,FRE04,T70,2/17/2023 6:33,M2-Fuga antirretorno circuito freno TDP/TA_EQ1-VER LINK,FUGA DE ANTIRRETORNO,SE SUELTA VALVULA Y SE LIMPIA. OK,"Revisar antiretorno freno tdp#					<html><span style=""color: rgba(0, 0, 0, 0.87), font-family: Roboto, sans-serif, font-size: 16px,"">907-M1/M2 NOK-</span><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?ut=907&amp,startDT=2023-02-16T12:28:43.000Z&amp,endDT=2023-02-16T14:28:43.000Z&amp,templateId=726&amp,pc=ce1&amp,cc=ESK"" style=""box-sizing: border-box, color: rgb(39, 25, 104), text-decoration-line: none, font-family: Roboto, sans-serif, font-size: 16px,"">UT 907 - 16 feb. 2023 13:28:43</a></html>"
8878399,7097-CO_962-M2,FRE09,T71,6/7/2023 9:09,"ROSMIMAN UT 962 M2 FALLO EPAC, ANULADO DESDE COSMOS",EPAC MAL,SER CAMBIA EPAC M2,"<html>07/06/2023 IMANOL O, OSCAR T<div><br><div>EXISTE OSCILACIÓN EN LA PRESIÓN DE PILOTAJE TPIL PORQUE A PRIORI HAY FUGAS EN ELECTROVALVULAS DENTRO DEL EPAC.</div><div><br></div><div>ADICIONALMENTE EL 05/06/23 DA FALLO DE EAPC, GENERAL Y BOGIE DESFRENADO INDEBIDAMENTE</div><div><br></div><div>SE CAMBIA EPAC M2</div><div>PUESTO: 024</div><div>QUITADO: 028</div><div><br></div><div>ENVIAR A FAIVELEY CON NCR</div></div></html>#					<html>REP.EXT.&nbsp, &nbsp,<span style=""color: rgb(102, 102, 102), font-size: 14px, text-wrap: nowrap, background-color: rgb(240, 240, 240),"">595930&nbsp, &nbsp,(subido informe de la avería que da&nbsp, en documentos)</span><div><span style=""color: rgb(56, 56, 56), font-size: 14.6667px, background-color: rgb(216, 216, 216),"">RMA-00014025</span><span style=""color: rgb(102, 102, 102), font-size: 14px, text-wrap: nowrap, background-color: rgb(240, 240, 240),""><br></span></div><div><span style=""color: rgb(56, 56, 56), font-size: 14.6667px, background-color: rgb(216, 216, 216),""><br></span></div><div><span style=""color: rgb(56, 56, 56), font-size: 14.6667px, background-color: rgb(216, 216, 216),"">626864</span></div></html>#					<html>GUARDADO , PERO NO SE PUEDE RECEPCIONAR , PENDIENTE DEL ASN DE FAIVELEY. YA ESTÁ RECLAMADO<div>21/05/2024- SE RECEPCIONA EL EPAC. PROCESO SAP OK</div></html>"
8492739,7066-CO_909-M2,FRE010113,T71,10/23/2022 7:40,M2-Fuga antirretorno circuito freno TDP/TA_EQ1,VER EVOLUCION,OK,"Revisar antiretorno freno tdp#					<html>10/01/2023 IÑAKI M, EDER A<div>POSIBLE ANTIRETORNO MAL M2</div><div><br></div><div>SE COLOCA UNO NUEVO, VER EVOLUCION</div><div><br></div><div>MIRARA ANGEL EN UNOS DIAS</div></html>#					<html>16.01.22<span style=""white-space:pre"">	</span>TITO<div>SE COMPRUEBA Y VA BIEN</div></html>"
9135644,7066-CO_905-M1,FRE0104,T70,11/6/2023 6:49,M1-OT_US3225A_EQ1 Retardo en la aplicación Freno Estacionamiento_EQ1,VALVULA SUCIA,LIMPIAR Y ENGRASAR,"<html><body>Freno estacionamiento cuesta aplicar<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=905&startDT=2023-11-04T16:27:00.000Z&endDT=2023-11-04T18:27:00.000Z&templateId=525"" target=""_blank"">Link E&D</a></body></html>"
9489453,7066-CO_921-R1,FRE0101,T70,5/24/2024 10:47,UT921 R1 FALLA ANTI RETORNO TA,CAE TA,CAMBIO KIT ANTI RETORNO,""""""
8899251,7066-CO_903-R1,FRE0103,T79,6/20/2023 8:52,ROSMIMAN UT 903 R1 ANOMALIA FRENO ESTACIONAMIENTO AL3205,LLAVE FRENO ESTACIONAMIENTO ANULADA,NORMALIZAR LLAVE,""""""
5739075,7066-CO_915-R2,FRE010303,T71,1/25/2018 9:41,ROSMIMAN UT 915 R2 NO APLICA ESTACIONAMIENTO,VALVULA MAL,SE SUSTITUYE,""""""
9599136,7066-CO_928-M1,FRE09,"""""",7/23/2024 8:19,M1-OT_US3218_EQ1 Fallo Lectura TB2_EQ1,"""""","""""","<html><body>Fallo Lectura TB2<br/><a href=""https://leadmind.cafdigitalservices.com/eandd/variables?cc=ESK&pc=ce1&ut=928&startDT=2024-07-22T16:01:00.000Z&endDT=2024-07-22T18:01:00.000Z&templateId=267"" target=""_blank"">Link E&D</a></body></html>"
8250764,7097-UT_958,FRE09,T79,5/19/2022 12:56,"UT958 FALLO BUS ECHELON, EPAC Y COMUNICACIONES EPAC CBM",VER COMENTARIOS,ECHAR UN VISTAZO A LOS REGISTROS DEL EPAC,"19/05/2022 ANGEL#FALLO BUS ECHELON, EPAC Y COMUNICACIONES EPAC DE 05:28-10:47 Y EL FALLO LO MARCA EN M2.#					20-5-22#XABI###SE REVISAN REGISTROS COSMOS, TRACCION Y EPAC#EN REG. COSMOS MARCA FALLO COMUNICACIONES EPAC M2, MIENTRAS QUE EN REG. EPAC EL QUE PUBLICA FALLOS BUS ECHELON ES EL DE R1###LOS FALLOS SON EL 6/5/22 Y 18/5/22 MINETRAS EL TREN NO CIRCULA, DESAPARECEN TRAS RESETEAR.#					13/06/2022 ANGEL###HA VUELTO A FALLAR EL 10/06/22 ENTRE LAS 05:32-05:39H. ARRANCA EN FALLO Y AL APAGAR Y ENCENDER LA UNIDAD SE QUITA EL FALLO.#####					06/07/2022 ANGEL###HA VUELTO A FALLAR EL 30/06 SOBRE LAS 05:30 (EN EL ARRANQUE). EL MAQUINISTA ANULA EPAC M2, REARMA Y SIGUE EN FALLO. PARA SOLUCINARLO, APAGA LA UNIDAD, LA ENCIENDE Y TODO OK.#					07/07/2022 OMAR###SE DEJA EN TREN Y SE DECIDE NO CAMBIAR. ERRORES PUNTUALES Y ESPORADICOS CADA 3 SEMANAS EN ARRANQUES. NO SE CAMBIA. OMAR"
